name,registeredUsers,appOpens,year,quarter,state
mathura district,158865,0,2018,4,uttar-pradesh
chitrakoot district,24252,0,2018,4,uttar-pradesh
lalitpur district,43360,0,2018,4,uttar-pradesh
mau district,85632,0,2018,4,uttar-pradesh
mirzapur district,100735,0,2018,4,uttar-pradesh
bulandshahr district,138091,0,2018,4,uttar-pradesh
gonda district,83827,0,2018,4,uttar-pradesh
jhansi district,151158,0,2018,4,uttar-pradesh
chandauli district,89834,0,2018,4,uttar-pradesh
bhadohi district,65763,0,2018,4,uttar-pradesh
pratapgarh district,99522,0,2018,4,uttar-pradesh
saharanpur district,159512,0,2018,4,uttar-pradesh
bara banki district,80410,0,2018,4,uttar-pradesh
bareilly district,233073,0,2018,4,uttar-pradesh
sitapur district,107047,0,2018,4,uttar-pradesh
sultanpur district,86464,0,2018,4,uttar-pradesh
agra district,322749,0,2018,4,uttar-pradesh
fatehpur district,59456,0,2018,4,uttar-pradesh
rae bareli district,77379,0,2018,4,uttar-pradesh
firozabad district,93365,0,2018,4,uttar-pradesh
kheri district,118112,0,2018,4,uttar-pradesh
gorakhpur district,279761,0,2018,4,uttar-pradesh
unnao district,79758,0,2018,4,uttar-pradesh
prayagraj district,451019,0,2018,4,uttar-pradesh
sonbhadra district,90627,0,2018,4,uttar-pradesh
ghazipur district,150624,0,2018,4,uttar-pradesh
farrukhabad district,59929,0,2018,4,uttar-pradesh
kannauj district,50402,0,2018,4,uttar-pradesh
azamgarh district,166527,0,2018,4,uttar-pradesh
ayodhya district,113121,0,2018,4,uttar-pradesh
deoria district,139588,0,2018,4,uttar-pradesh
ghaziabad district,713372,0,2018,4,uttar-pradesh
amethi district,80707,0,2019,1,uttar-pradesh
siddharthnagar district,74730,0,2019,1,uttar-pradesh
auraiya district,61805,0,2019,1,uttar-pradesh
sambhal district,60840,0,2019,1,uttar-pradesh
kanpur nagar district,511583,0,2019,1,uttar-pradesh
aligarh district,221771,0,2019,1,uttar-pradesh
mahoba district,33600,0,2019,1,uttar-pradesh
lucknow district,896208,0,2019,1,uttar-pradesh
sant kabeer nagar district,61589,0,2019,1,uttar-pradesh
hathras district,71141,0,2019,1,uttar-pradesh
budaun district,79306,0,2019,1,uttar-pradesh
moradabad district,149856,0,2019,1,uttar-pradesh
kushinagar district,178069,0,2019,1,uttar-pradesh
baghpat district,79331,0,2019,1,uttar-pradesh
shahjahanpur district,102828,0,2019,1,uttar-pradesh
muzaffarnagar district,146672,0,2019,1,uttar-pradesh
ambedkar nagar district,105456,0,2019,1,uttar-pradesh
bahraich district,68614,0,2019,1,uttar-pradesh
jalaun district,82094,0,2019,1,uttar-pradesh
rampur district,78177,0,2019,1,uttar-pradesh
ballia district,171902,0,2019,1,uttar-pradesh
shravasti district,16894,0,2019,1,uttar-pradesh
kasganj district,46990,0,2019,1,uttar-pradesh
varanasi district,524667,0,2019,1,uttar-pradesh
gautam buddha nagar district,1143614,0,2019,1,uttar-pradesh
basti district,110068,0,2019,1,uttar-pradesh
shamli district,60928,0,2019,1,uttar-pradesh
maharajganj district,116789,0,2019,1,uttar-pradesh
etawah district,79764,0,2019,1,uttar-pradesh
etah district,62643,0,2019,1,uttar-pradesh
banda district,51294,0,2019,1,uttar-pradesh
bijnor district,142913,0,2019,1,uttar-pradesh
hardoi district,97562,0,2019,1,uttar-pradesh
balrampur district,44496,0,2019,1,uttar-pradesh
amroha district,77180,0,2019,1,uttar-pradesh
pilibhit district,76898,0,2019,1,uttar-pradesh
mainpuri district,74458,0,2019,1,uttar-pradesh
kanpur dehat district,55057,0,2019,1,uttar-pradesh
jaunpur district,229957,0,2019,1,uttar-pradesh
kaushambi district,36501,0,2019,1,uttar-pradesh
hapur district,97238,0,2019,1,uttar-pradesh
hamirpur district,44913,0,2019,1,uttar-pradesh
meerut district,311930,0,2019,1,uttar-pradesh
mathura district,196168,0,2019,1,uttar-pradesh
chitrakoot district,29453,0,2019,1,uttar-pradesh
lalitpur district,52158,0,2019,1,uttar-pradesh
mau district,103587,0,2019,1,uttar-pradesh
mirzapur district,118790,0,2019,1,uttar-pradesh
bulandshahr district,171533,0,2019,1,uttar-pradesh
gonda district,102076,0,2019,1,uttar-pradesh
jhansi district,178538,0,2019,1,uttar-pradesh
chandauli district,108979,0,2019,1,uttar-pradesh
bhadohi district,80947,0,2019,1,uttar-pradesh
pratapgarh district,121687,0,2019,1,uttar-pradesh
saharanpur district,195185,0,2019,1,uttar-pradesh
bara banki district,96470,0,2019,1,uttar-pradesh
bareilly district,279714,0,2019,1,uttar-pradesh
sitapur district,125826,0,2019,1,uttar-pradesh
sultanpur district,105768,0,2019,1,uttar-pradesh
agra district,392222,0,2019,1,uttar-pradesh
fatehpur district,71857,0,2019,1,uttar-pradesh
rae bareli district,92979,0,2019,1,uttar-pradesh
firozabad district,114566,0,2019,1,uttar-pradesh
kheri district,139817,0,2019,1,uttar-pradesh
gorakhpur district,336196,0,2019,1,uttar-pradesh
unnao district,95607,0,2019,1,uttar-pradesh
prayagraj district,532230,0,2019,1,uttar-pradesh
sonbhadra district,107237,0,2019,1,uttar-pradesh
ghazipur district,185130,0,2019,1,uttar-pradesh
farrukhabad district,72462,0,2019,1,uttar-pradesh
kannauj district,60722,0,2019,1,uttar-pradesh
azamgarh district,203791,0,2019,1,uttar-pradesh
ayodhya district,136314,0,2019,1,uttar-pradesh
deoria district,172036,0,2019,1,uttar-pradesh
ghaziabad district,859583,0,2019,1,uttar-pradesh
amethi district,93799,468207,2019,2,uttar-pradesh
siddharthnagar district,88190,579537,2019,2,uttar-pradesh
auraiya district,71776,342914,2019,2,uttar-pradesh
sambhal district,70632,287690,2019,2,uttar-pradesh
kanpur nagar district,585796,3059330,2019,2,uttar-pradesh
aligarh district,261612,1240642,2019,2,uttar-pradesh
mahoba district,38658,173087,2019,2,uttar-pradesh
lucknow district,1011470,5848267,2019,2,uttar-pradesh
sant kabeer nagar district,72429,440271,2019,2,uttar-pradesh
hathras district,84085,375745,2019,2,uttar-pradesh
budaun district,92569,390311,2019,2,uttar-pradesh
moradabad district,174070,779703,2019,2,uttar-pradesh
kushinagar district,204832,1281927,2019,2,uttar-pradesh
baghpat district,93025,459940,2019,2,uttar-pradesh
shahjahanpur district,118150,481924,2019,2,uttar-pradesh
muzaffarnagar district,171549,788852,2019,2,uttar-pradesh
ambedkar nagar district,121880,640648,2019,2,uttar-pradesh
bahraich district,79858,371745,2019,2,uttar-pradesh
jalaun district,93400,399197,2019,2,uttar-pradesh
rampur district,90374,417182,2019,2,uttar-pradesh
ballia district,198740,1051856,2019,2,uttar-pradesh
shravasti district,19654,98936,2019,2,uttar-pradesh
kasganj district,55437,249736,2019,2,uttar-pradesh
varanasi district,583444,2718685,2019,2,uttar-pradesh
gautam buddha nagar district,1282816,11192098,2019,2,uttar-pradesh
basti district,127063,738775,2019,2,uttar-pradesh
shamli district,71012,330422,2019,2,uttar-pradesh
maharajganj district,134589,674897,2019,2,uttar-pradesh
etawah district,93602,428125,2019,2,uttar-pradesh
etah district,75177,323462,2019,2,uttar-pradesh
banda district,59791,260546,2019,2,uttar-pradesh
bijnor district,166819,759334,2019,2,uttar-pradesh
hardoi district,113095,483475,2019,2,uttar-pradesh
balrampur district,52514,277624,2019,2,uttar-pradesh
amroha district,89991,409727,2019,2,uttar-pradesh
pilibhit district,88189,377437,2019,2,uttar-pradesh
mainpuri district,88354,370287,2019,2,uttar-pradesh
kanpur dehat district,65036,318494,2019,2,uttar-pradesh
jaunpur district,264855,1530339,2019,2,uttar-pradesh
kaushambi district,42935,189624,2019,2,uttar-pradesh
hapur district,114161,622916,2019,2,uttar-pradesh
hamirpur district,51539,232752,2019,2,uttar-pradesh
meerut district,361091,1860402,2019,2,uttar-pradesh
mathura district,233342,1178523,2019,2,uttar-pradesh
chitrakoot district,34500,166865,2019,2,uttar-pradesh
lalitpur district,59896,284815,2019,2,uttar-pradesh
mau district,119403,576483,2019,2,uttar-pradesh
mirzapur district,133781,600547,2019,2,uttar-pradesh
bulandshahr district,202244,1011079,2019,2,uttar-pradesh
gonda district,118179,634322,2019,2,uttar-pradesh
jhansi district,203616,1100362,2019,2,uttar-pradesh
chandauli district,124160,605956,2019,2,uttar-pradesh
bhadohi district,92475,462812,2019,2,uttar-pradesh
pratapgarh district,142016,702461,2019,2,uttar-pradesh
saharanpur district,228553,1142688,2019,2,uttar-pradesh
bara banki district,111354,538725,2019,2,uttar-pradesh
bareilly district,318597,1525618,2019,2,uttar-pradesh
sitapur district,144888,553406,2019,2,uttar-pradesh
sultanpur district,122590,642939,2019,2,uttar-pradesh
agra district,461224,2284003,2019,2,uttar-pradesh
fatehpur district,83992,365618,2019,2,uttar-pradesh
rae bareli district,107073,490413,2019,2,uttar-pradesh
firozabad district,137236,605193,2019,2,uttar-pradesh
kheri district,158463,629067,2019,2,uttar-pradesh
gorakhpur district,387961,2091934,2019,2,uttar-pradesh
unnao district,110987,510176,2019,2,uttar-pradesh
prayagraj district,602739,3285624,2019,2,uttar-pradesh
sonbhadra district,120480,662811,2019,2,uttar-pradesh
ghazipur district,213624,1153220,2019,2,uttar-pradesh
farrukhabad district,85295,384237,2019,2,uttar-pradesh
kannauj district,72533,317719,2019,2,uttar-pradesh
azamgarh district,235609,1217447,2019,2,uttar-pradesh
ayodhya district,156282,750453,2019,2,uttar-pradesh
deoria district,199594,1158198,2019,2,uttar-pradesh
ghaziabad district,975605,6433258,2019,2,uttar-pradesh
amethi district,105040,1342325,2019,3,uttar-pradesh
siddharthnagar district,99879,1663441,2019,3,uttar-pradesh
auraiya district,81392,1086852,2019,3,uttar-pradesh
sambhal district,80158,914102,2019,3,uttar-pradesh
kanpur nagar district,655175,10991280,2019,3,uttar-pradesh
aligarh district,301404,4667055,2019,3,uttar-pradesh
mahoba district,42896,501799,2019,3,uttar-pradesh
lucknow district,1124832,22146904,2019,3,uttar-pradesh
sant kabeer nagar district,81569,1187005,2019,3,uttar-pradesh
hathras district,96057,1271021,2019,3,uttar-pradesh
budaun district,104296,1202610,2019,3,uttar-pradesh
moradabad district,198184,2672363,2019,3,uttar-pradesh
kushinagar district,228387,3603260,2019,3,uttar-pradesh
baghpat district,106317,1584692,2019,3,uttar-pradesh
shahjahanpur district,131285,1545078,2019,3,uttar-pradesh
muzaffarnagar district,195954,2676545,2019,3,uttar-pradesh
ambedkar nagar district,134984,1748188,2019,3,uttar-pradesh
bahraich district,90019,1164262,2019,3,uttar-pradesh
jalaun district,103258,1218452,2019,3,uttar-pradesh
rampur district,102150,1315599,2019,3,uttar-pradesh
ballia district,220174,2864754,2019,3,uttar-pradesh
shravasti district,21992,308571,2019,3,uttar-pradesh
kasganj district,63472,804909,2019,3,uttar-pradesh
varanasi district,639586,9534643,2019,3,uttar-pradesh
gautam buddha nagar district,1415905,43577747,2019,3,uttar-pradesh
basti district,142135,2080225,2019,3,uttar-pradesh
shamli district,80923,1100345,2019,3,uttar-pradesh
maharajganj district,148207,2032349,2019,3,uttar-pradesh
etawah district,107062,1432296,2019,3,uttar-pradesh
etah district,86419,1086491,2019,3,uttar-pradesh
banda district,66504,786751,2019,3,uttar-pradesh
bijnor district,189782,2433046,2019,3,uttar-pradesh
hardoi district,126364,1475185,2019,3,uttar-pradesh
balrampur district,59530,851300,2019,3,uttar-pradesh
amroha district,101730,1318323,2019,3,uttar-pradesh
pilibhit district,98268,1168729,2019,3,uttar-pradesh
mainpuri district,101932,1213979,2019,3,uttar-pradesh
kanpur dehat district,74296,1023191,2019,3,uttar-pradesh
jaunpur district,294998,4005808,2019,3,uttar-pradesh
kaushambi district,49359,607775,2019,3,uttar-pradesh
hapur district,130436,2172113,2019,3,uttar-pradesh
hamirpur district,56997,684555,2019,3,uttar-pradesh
meerut district,408972,6542889,2019,3,uttar-pradesh
mathura district,268573,4305472,2019,3,uttar-pradesh
chitrakoot district,38341,494613,2019,3,uttar-pradesh
lalitpur district,66906,926012,2019,3,uttar-pradesh
mau district,132663,1544541,2019,3,uttar-pradesh
mirzapur district,146634,1841969,2019,3,uttar-pradesh
bulandshahr district,230896,3501708,2019,3,uttar-pradesh
gonda district,132341,1980000,2019,3,uttar-pradesh
jhansi district,227191,3924391,2019,3,uttar-pradesh
chandauli district,136786,1797089,2019,3,uttar-pradesh
bhadohi district,102914,1313875,2019,3,uttar-pradesh
pratapgarh district,159596,1972207,2019,3,uttar-pradesh
saharanpur district,259929,4079780,2019,3,uttar-pradesh
bara banki district,125166,1859154,2019,3,uttar-pradesh
bareilly district,356146,5230735,2019,3,uttar-pradesh
sitapur district,166391,1924121,2019,3,uttar-pradesh
sultanpur district,137062,1854511,2019,3,uttar-pradesh
agra district,530228,8406324,2019,3,uttar-pradesh
fatehpur district,94067,1090188,2019,3,uttar-pradesh
rae bareli district,119176,1501090,2019,3,uttar-pradesh
firozabad district,161983,2185433,2019,3,uttar-pradesh
kheri district,180345,2036254,2019,3,uttar-pradesh
gorakhpur district,434172,6497238,2019,3,uttar-pradesh
unnao district,125933,1695964,2019,3,uttar-pradesh
prayagraj district,667277,12165883,2019,3,uttar-pradesh
sonbhadra district,131881,2139255,2019,3,uttar-pradesh
ghazipur district,236041,3065015,2019,3,uttar-pradesh
farrukhabad district,97522,1293796,2019,3,uttar-pradesh
kannauj district,83346,955283,2019,3,uttar-pradesh
azamgarh district,261840,3189197,2019,3,uttar-pradesh
ayodhya district,173259,2331698,2019,3,uttar-pradesh
deoria district,223155,3210571,2019,3,uttar-pradesh
ghaziabad district,1088568,24220432,2019,3,uttar-pradesh
amethi district,119989,1875981,2019,4,uttar-pradesh
siddharthnagar district,114847,2067454,2019,4,uttar-pradesh
auraiya district,93568,1473547,2019,4,uttar-pradesh
sambhal district,91975,1138121,2019,4,uttar-pradesh
kanpur nagar district,718251,12118926,2019,4,uttar-pradesh
aligarh district,341948,5432058,2019,4,uttar-pradesh
mahoba district,48561,682263,2019,4,uttar-pradesh
lucknow district,1221681,23929164,2019,4,uttar-pradesh
sant kabeer nagar district,92544,1546025,2019,4,uttar-pradesh
hathras district,110768,1669269,2019,4,uttar-pradesh
budaun district,120524,1573864,2019,4,uttar-pradesh
moradabad district,224285,3295770,2019,4,uttar-pradesh
kushinagar district,259562,4902506,2019,4,uttar-pradesh
baghpat district,121201,2054257,2019,4,uttar-pradesh
shahjahanpur district,148797,1931338,2019,4,uttar-pradesh
muzaffarnagar district,220338,3035679,2019,4,uttar-pradesh
ambedkar nagar district,152821,2397553,2019,4,uttar-pradesh
bahraich district,102918,1480418,2019,4,uttar-pradesh
jalaun district,116051,1660032,2019,4,uttar-pradesh
rampur district,115637,1650786,2019,4,uttar-pradesh
ballia district,248506,4021687,2019,4,uttar-pradesh
shravasti district,25490,386148,2019,4,uttar-pradesh
kasganj district,73208,1007616,2019,4,uttar-pradesh
varanasi district,706509,14259001,2019,4,uttar-pradesh
gautam buddha nagar district,1537791,49427785,2019,4,uttar-pradesh
basti district,160858,2738402,2019,4,uttar-pradesh
shamli district,91706,1340147,2019,4,uttar-pradesh
maharajganj district,167678,2591252,2019,4,uttar-pradesh
etawah district,121909,1971673,2019,4,uttar-pradesh
etah district,100034,1406566,2019,4,uttar-pradesh
banda district,75355,1065358,2019,4,uttar-pradesh
bijnor district,215311,2961546,2019,4,uttar-pradesh
hardoi district,145034,1923457,2019,4,uttar-pradesh
balrampur district,68993,1097032,2019,4,uttar-pradesh
amroha district,115341,1652691,2019,4,uttar-pradesh
pilibhit district,112045,1467544,2019,4,uttar-pradesh
mainpuri district,117848,1597087,2019,4,uttar-pradesh
kanpur dehat district,86285,1397491,2019,4,uttar-pradesh
jaunpur district,331857,5106619,2019,4,uttar-pradesh
kaushambi district,57618,828838,2019,4,uttar-pradesh
hapur district,147702,2681351,2019,4,uttar-pradesh
hamirpur district,64136,910972,2019,4,uttar-pradesh
meerut district,455353,7640227,2019,4,uttar-pradesh
mathura district,306611,5241778,2019,4,uttar-pradesh
chitrakoot district,43677,667112,2019,4,uttar-pradesh
lalitpur district,75748,1185717,2019,4,uttar-pradesh
mau district,148820,2155682,2019,4,uttar-pradesh
mirzapur district,164373,2442525,2019,4,uttar-pradesh
bulandshahr district,262361,4318129,2019,4,uttar-pradesh
gonda district,150012,2511266,2019,4,uttar-pradesh
jhansi district,252380,4653031,2019,4,uttar-pradesh
chandauli district,154068,2538230,2019,4,uttar-pradesh
bhadohi district,116323,1716318,2019,4,uttar-pradesh
pratapgarh district,182182,2655080,2019,4,uttar-pradesh
saharanpur district,290730,4961771,2019,4,uttar-pradesh
bara banki district,142882,2306594,2019,4,uttar-pradesh
bareilly district,398897,6261447,2019,4,uttar-pradesh
sitapur district,194588,2277928,2019,4,uttar-pradesh
sultanpur district,155081,2485807,2019,4,uttar-pradesh
agra district,593453,9403661,2019,4,uttar-pradesh
fatehpur district,107650,1432832,2019,4,uttar-pradesh
rae bareli district,134591,1958605,2019,4,uttar-pradesh
firozabad district,188556,2565909,2019,4,uttar-pradesh
kheri district,209667,2680169,2019,4,uttar-pradesh
gorakhpur district,483523,8086315,2019,4,uttar-pradesh
unnao district,143079,2076900,2019,4,uttar-pradesh
prayagraj district,738307,14253524,2019,4,uttar-pradesh
sonbhadra district,146957,2701941,2019,4,uttar-pradesh
ghazipur district,265215,4090265,2019,4,uttar-pradesh
farrukhabad district,111564,1622553,2019,4,uttar-pradesh
kannauj district,96093,1256010,2019,4,uttar-pradesh
azamgarh district,293685,4025457,2019,4,uttar-pradesh
ayodhya district,193592,3061016,2019,4,uttar-pradesh
deoria district,252687,4382125,2019,4,uttar-pradesh
ghaziabad district,1189357,26697427,2019,4,uttar-pradesh
amethi district,136952,2245853,2020,1,uttar-pradesh
siddharthnagar district,132802,2569918,2020,1,uttar-pradesh
auraiya district,106853,1866472,2020,1,uttar-pradesh
sambhal district,107252,1601899,2020,1,uttar-pradesh
kanpur nagar district,788847,13496514,2020,1,uttar-pradesh
aligarh district,389467,6865074,2020,1,uttar-pradesh
mahoba district,54536,816864,2020,1,uttar-pradesh
lucknow district,1329098,25199798,2020,1,uttar-pradesh
sant kabeer nagar district,106578,1940909,2020,1,uttar-pradesh
hathras district,127615,2209807,2020,1,uttar-pradesh
budaun district,141211,2166711,2020,1,uttar-pradesh
moradabad district,257312,4170631,2020,1,uttar-pradesh
kushinagar district,294988,5937399,2020,1,uttar-pradesh
baghpat district,138206,2557446,2020,1,uttar-pradesh
shahjahanpur district,171075,2516626,2020,1,uttar-pradesh
muzaffarnagar district,253057,4155457,2020,1,uttar-pradesh
ambedkar nagar district,173558,2877264,2020,1,uttar-pradesh
bahraich district,118691,1816527,2020,1,uttar-pradesh
jalaun district,130530,2040618,2020,1,uttar-pradesh
rampur district,133897,2146614,2020,1,uttar-pradesh
ballia district,279850,4843958,2020,1,uttar-pradesh
shravasti district,29560,473164,2020,1,uttar-pradesh
kasganj district,85463,1362177,2020,1,uttar-pradesh
varanasi district,777234,13178057,2020,1,uttar-pradesh
gautam buddha nagar district,1656331,51730780,2020,1,uttar-pradesh
basti district,182992,3369249,2020,1,uttar-pradesh
shamli district,105856,1850600,2020,1,uttar-pradesh
maharajganj district,189603,3159725,2020,1,uttar-pradesh
etawah district,139252,2328900,2020,1,uttar-pradesh
etah district,116306,1901928,2020,1,uttar-pradesh
banda district,85004,1280634,2020,1,uttar-pradesh
bijnor district,245713,3838793,2020,1,uttar-pradesh
hardoi district,166833,2473365,2020,1,uttar-pradesh
balrampur district,79242,1322478,2020,1,uttar-pradesh
amroha district,132719,2256887,2020,1,uttar-pradesh
pilibhit district,131381,1965708,2020,1,uttar-pradesh
mainpuri district,135739,2075154,2020,1,uttar-pradesh
kanpur dehat district,99757,1818141,2020,1,uttar-pradesh
jaunpur district,376245,6203627,2020,1,uttar-pradesh
kaushambi district,67498,1094664,2020,1,uttar-pradesh
hapur district,166710,3278620,2020,1,uttar-pradesh
hamirpur district,72081,1126805,2020,1,uttar-pradesh
meerut district,509693,9094997,2020,1,uttar-pradesh
mathura district,352252,6604782,2020,1,uttar-pradesh
chitrakoot district,49532,784796,2020,1,uttar-pradesh
lalitpur district,85820,1459863,2020,1,uttar-pradesh
mau district,168403,2477419,2020,1,uttar-pradesh
mirzapur district,184275,2887354,2020,1,uttar-pradesh
bulandshahr district,300819,5867028,2020,1,uttar-pradesh
gonda district,170132,3042875,2020,1,uttar-pradesh
jhansi district,279897,5368682,2020,1,uttar-pradesh
chandauli district,173797,2860413,2020,1,uttar-pradesh
bhadohi district,131750,2035659,2020,1,uttar-pradesh
pratapgarh district,208100,3235514,2020,1,uttar-pradesh
saharanpur district,332027,6277349,2020,1,uttar-pradesh
bara banki district,163878,2756219,2020,1,uttar-pradesh
bareilly district,452872,7537061,2020,1,uttar-pradesh
sitapur district,223690,2708933,2020,1,uttar-pradesh
sultanpur district,175425,2899397,2020,1,uttar-pradesh
agra district,668251,11430582,2020,1,uttar-pradesh
fatehpur district,123288,1785866,2020,1,uttar-pradesh
rae bareli district,151785,2282305,2020,1,uttar-pradesh
firozabad district,221119,3395140,2020,1,uttar-pradesh
kheri district,242677,3212975,2020,1,uttar-pradesh
gorakhpur district,539316,9223906,2020,1,uttar-pradesh
unnao district,163038,2496442,2020,1,uttar-pradesh
prayagraj district,816436,15702170,2020,1,uttar-pradesh
sonbhadra district,163017,3124763,2020,1,uttar-pradesh
ghazipur district,299524,4965935,2020,1,uttar-pradesh
farrukhabad district,127474,2023828,2020,1,uttar-pradesh
kannauj district,110383,1588330,2020,1,uttar-pradesh
azamgarh district,334030,5125163,2020,1,uttar-pradesh
ayodhya district,217835,3602820,2020,1,uttar-pradesh
deoria district,285363,5151940,2020,1,uttar-pradesh
ghaziabad district,1296464,29139762,2020,1,uttar-pradesh
amethi district,157381,2923171,2020,2,uttar-pradesh
siddharthnagar district,155865,3796176,2020,2,uttar-pradesh
auraiya district,122400,2546860,2020,2,uttar-pradesh
sambhal district,125328,2192282,2020,2,uttar-pradesh
kanpur nagar district,864991,11964030,2020,2,uttar-pradesh
aligarh district,440101,8302818,2020,2,uttar-pradesh
mahoba district,62821,1066418,2020,2,uttar-pradesh
lucknow district,1434386,17924865,2020,2,uttar-pradesh
sant kabeer nagar district,122481,2602491,2020,2,uttar-pradesh
hathras district,146288,2964233,2020,2,uttar-pradesh
budaun district,166532,3080767,2020,2,uttar-pradesh
moradabad district,295194,4669000,2020,2,uttar-pradesh
kushinagar district,331722,7224934,2020,2,uttar-pradesh
baghpat district,155849,3189090,2020,2,uttar-pradesh
shahjahanpur district,196359,3194920,2020,2,uttar-pradesh
muzaffarnagar district,287462,4970982,2020,2,uttar-pradesh
ambedkar nagar district,198579,3702829,2020,2,uttar-pradesh
bahraich district,138923,2362835,2020,2,uttar-pradesh
jalaun district,147970,2604204,2020,2,uttar-pradesh
rampur district,155359,2792854,2020,2,uttar-pradesh
ballia district,314673,5982025,2020,2,uttar-pradesh
shravasti district,34854,630619,2020,2,uttar-pradesh
kasganj district,99981,2070383,2020,2,uttar-pradesh
varanasi district,851213,10800706,2020,2,uttar-pradesh
gautam buddha nagar district,1756163,31755091,2020,2,uttar-pradesh
basti district,209591,4472498,2020,2,uttar-pradesh
shamli district,120773,2320536,2020,2,uttar-pradesh
maharajganj district,213692,3985207,2020,2,uttar-pradesh
etawah district,159083,2874933,2020,2,uttar-pradesh
etah district,136054,2820615,2020,2,uttar-pradesh
banda district,97787,1534567,2020,2,uttar-pradesh
bijnor district,281914,5230309,2020,2,uttar-pradesh
hardoi district,196544,3605329,2020,2,uttar-pradesh
balrampur district,92076,1792620,2020,2,uttar-pradesh
amroha district,152529,2815705,2020,2,uttar-pradesh
pilibhit district,150146,2442563,2020,2,uttar-pradesh
mainpuri district,157546,3160394,2020,2,uttar-pradesh
kanpur dehat district,116906,2413348,2020,2,uttar-pradesh
jaunpur district,423581,8019612,2020,2,uttar-pradesh
kaushambi district,79177,1412360,2020,2,uttar-pradesh
hapur district,187076,3658801,2020,2,uttar-pradesh
hamirpur district,82461,1534887,2020,2,uttar-pradesh
meerut district,566838,9319137,2020,2,uttar-pradesh
mathura district,401021,7179114,2020,2,uttar-pradesh
chitrakoot district,57001,984695,2020,2,uttar-pradesh
lalitpur district,96852,1665097,2020,2,uttar-pradesh
mau district,191234,3117295,2020,2,uttar-pradesh
mirzapur district,207293,3482196,2020,2,uttar-pradesh
bulandshahr district,341588,7688731,2020,2,uttar-pradesh
gonda district,193655,3767752,2020,2,uttar-pradesh
jhansi district,309640,5331182,2020,2,uttar-pradesh
chandauli district,196636,3319917,2020,2,uttar-pradesh
bhadohi district,148612,2670538,2020,2,uttar-pradesh
pratapgarh district,238168,4546598,2020,2,uttar-pradesh
saharanpur district,377311,7048443,2020,2,uttar-pradesh
bara banki district,186789,3043091,2020,2,uttar-pradesh
bareilly district,507342,7984378,2020,2,uttar-pradesh
sitapur district,251510,3279034,2020,2,uttar-pradesh
sultanpur district,198267,3580001,2020,2,uttar-pradesh
agra district,746336,11458559,2020,2,uttar-pradesh
fatehpur district,143578,2384005,2020,2,uttar-pradesh
rae bareli district,172513,2795924,2020,2,uttar-pradesh
firozabad district,255512,4270279,2020,2,uttar-pradesh
kheri district,271159,3508993,2020,2,uttar-pradesh
gorakhpur district,600961,9529572,2020,2,uttar-pradesh
unnao district,187748,3121463,2020,2,uttar-pradesh
prayagraj district,892787,11979603,2020,2,uttar-pradesh
sonbhadra district,181105,3490008,2020,2,uttar-pradesh
ghazipur district,337515,6167979,2020,2,uttar-pradesh
farrukhabad district,147186,2878633,2020,2,uttar-pradesh
kannauj district,126696,2292499,2020,2,uttar-pradesh
azamgarh district,379884,6610600,2020,2,uttar-pradesh
ayodhya district,245136,3986581,2020,2,uttar-pradesh
deoria district,321321,6346598,2020,2,uttar-pradesh
ghaziabad district,1399514,25466172,2020,2,uttar-pradesh
amethi district,175672,3135028,2020,3,uttar-pradesh
siddharthnagar district,176555,4410888,2020,3,uttar-pradesh
auraiya district,136156,2459782,2020,3,uttar-pradesh
sambhal district,141580,2157953,2020,3,uttar-pradesh
kanpur nagar district,941379,14730136,2020,3,uttar-pradesh
aligarh district,489555,8765586,2020,3,uttar-pradesh
mahoba district,71317,1211722,2020,3,uttar-pradesh
lucknow district,1551932,25954376,2020,3,uttar-pradesh
sant kabeer nagar district,136932,2975927,2020,3,uttar-pradesh
hathras district,164058,2922172,2020,3,uttar-pradesh
budaun district,188814,2861757,2020,3,uttar-pradesh
moradabad district,329322,5210373,2020,3,uttar-pradesh
kushinagar district,366656,8179739,2020,3,uttar-pradesh
baghpat district,173593,3523714,2020,3,uttar-pradesh
shahjahanpur district,219668,3118202,2020,3,uttar-pradesh
muzaffarnagar district,320098,5388746,2020,3,uttar-pradesh
ambedkar nagar district,219649,3805579,2020,3,uttar-pradesh
bahraich district,158041,2477910,2020,3,uttar-pradesh
jalaun district,164885,2835173,2020,3,uttar-pradesh
rampur district,174194,2681970,2020,3,uttar-pradesh
ballia district,347325,6824186,2020,3,uttar-pradesh
shravasti district,40056,686485,2020,3,uttar-pradesh
kasganj district,111622,1782260,2020,3,uttar-pradesh
varanasi district,927313,13603279,2020,3,uttar-pradesh
gautam buddha nagar district,1885370,47735179,2020,3,uttar-pradesh
basti district,232300,5028229,2020,3,uttar-pradesh
shamli district,134703,2422480,2020,3,uttar-pradesh
maharajganj district,236496,4478038,2020,3,uttar-pradesh
etawah district,178286,3083574,2020,3,uttar-pradesh
etah district,152537,2565815,2020,3,uttar-pradesh
banda district,109260,1621264,2020,3,uttar-pradesh
bijnor district,315548,5301772,2020,3,uttar-pradesh
hardoi district,224504,3254196,2020,3,uttar-pradesh
balrampur district,104746,2091334,2020,3,uttar-pradesh
amroha district,171549,3029210,2020,3,uttar-pradesh
pilibhit district,167139,2371333,2020,3,uttar-pradesh
