type,count,amount,name,from,to,year,quarter,state
TOTAL,202537,37125466.49571308,Financial Services,1514745000000,1522175400000,2018,1,rajasthan
TOTAL,184127,201212697.26059398,Merchant payments,1514745000000,1522175400000,2018,1,rajasthan
TOTAL,358428,271943533.1341365,Others,1514745000000,1522175400000,2018,1,rajasthan
TOTAL,5288093,1511007056.105427,Recharge & bill payments,1522521000000,1530124200000,2018,2,rajasthan
TOTAL,3770555,13341587602.422176,Peer-to-peer payments,1522521000000,1530124200000,2018,2,rajasthan
TOTAL,345752,342809667.5935513,Merchant payments,1522521000000,1530124200000,2018,2,rajasthan
TOTAL,279471,52145152.93902289,Financial Services,1522521000000,1530124200000,2018,2,rajasthan
TOTAL,289826,311536696.6979239,Others,1522521000000,1530124200000,2018,2,rajasthan
TOTAL,7120792,21010614922.14291,Peer-to-peer payments,1530383400000,1538073000000,2018,3,rajasthan
TOTAL,5894660,2252031409.939968,Recharge & bill payments,1530383400000,1538073000000,2018,3,rajasthan
TOTAL,711240,445504998.0014268,Merchant payments,1530383400000,1538073000000,2018,3,rajasthan
TOTAL,230083,30185982.18078412,Financial Services,1530383400000,1538073000000,2018,3,rajasthan
TOTAL,300323,302431358.9473551,Others,1530383400000,1538073000000,2018,3,rajasthan
TOTAL,10752729,33578327037.682457,Peer-to-peer payments,1538332200000,1545935400000,2018,4,rajasthan
TOTAL,7557003,2743591538.8320713,Recharge & bill payments,1538332200000,1545935400000,2018,4,rajasthan
TOTAL,1985927,1172254323.9731452,Merchant payments,1538332200000,1545935400000,2018,4,rajasthan
TOTAL,311632,40412563.014562674,Financial Services,1538332200000,1545935400000,2018,4,rajasthan
TOTAL,352432,374501619.8364362,Others,1538332200000,1545935400000,2018,4,rajasthan
TOTAL,27621606,55246071722.22856,Peer-to-peer payments,1546281000000,1553711400000,2019,1,rajasthan
TOTAL,11650961,3821181816.6204696,Recharge & bill payments,1546281000000,1553711400000,2019,1,rajasthan
TOTAL,3921438,1664209334.5681162,Merchant payments,1546281000000,1553711400000,2019,1,rajasthan
TOTAL,359993,36340412.57538466,Financial Services,1546281000000,1553711400000,2019,1,rajasthan
TOTAL,402042,373355289.5614773,Others,1546281000000,1553711400000,2019,1,rajasthan
TOTAL,25257679,79466464089.34059,Peer-to-peer payments,1554057000000,1561660200000,2019,2,rajasthan
TOTAL,14968290,5709279550.854211,Recharge & bill payments,1554057000000,1561660200000,2019,2,rajasthan
TOTAL,9026751,3435472167.201069,Merchant payments,1554057000000,1561660200000,2019,2,rajasthan
TOTAL,182685,34134486.762421735,Financial Services,1554057000000,1561660200000,2019,2,rajasthan
TOTAL,573881,461962878.5071422,Others,1554057000000,1561660200000,2019,2,rajasthan
TOTAL,29885618,97443950786.5758,Peer-to-peer payments,1561919400000,1569609000000,2019,3,rajasthan
TOTAL,19646612,6705923742.563935,Merchant payments,1561919400000,1569609000000,2019,3,rajasthan
TOTAL,16970783,7872719571.602099,Recharge & bill payments,1561919400000,1569609000000,2019,3,rajasthan
TOTAL,217029,37899900.33366185,Financial Services,1561919400000,1569609000000,2019,3,rajasthan
TOTAL,583575,407796030.8547787,Others,1561919400000,1569609000000,2019,3,rajasthan
TOTAL,43354317,140449134717.291,Peer-to-peer payments,1569868200000,1577471400000,2019,4,rajasthan
TOTAL,20604852,9028860435.054995,Recharge & bill payments,1569868200000,1577471400000,2019,4,rajasthan
TOTAL,20544791,9721826538.354998,Merchant payments,1569868200000,1577471400000,2019,4,rajasthan
TOTAL,101805,25014672.38444693,Financial Services,1569868200000,1577471400000,2019,4,rajasthan
TOTAL,468477,227573686.58499068,Others,1569868200000,1577471400000,2019,4,rajasthan
TOTAL,48269912,165468574323.88968,Peer-to-peer payments,1577817000000,1585333800000,2020,1,rajasthan
TOTAL,27880848,13643061482.35596,Merchant payments,1577817000000,1585333800000,2020,1,rajasthan
TOTAL,25631131,10961167179.81334,Recharge & bill payments,1577817000000,1585333800000,2020,1,rajasthan
TOTAL,72604,34466606.25327997,Financial Services,1577817000000,1585333800000,2020,1,rajasthan
TOTAL,404317,200968968.6958118,Others,1577817000000,1585333800000,2020,1,rajasthan
TOTAL,49160792,166176386876.30048,Peer-to-peer payments,1585679400000,1593282600000,2020,2,rajasthan
TOTAL,31681776,13014051935.53691,Recharge & bill payments,1585679400000,1593282600000,2020,2,rajasthan
TOTAL,20756594,14354151782.39264,Merchant payments,1585679400000,1593282600000,2020,2,rajasthan
TOTAL,92875,76662259.20544848,Financial Services,1585679400000,1593282600000,2020,2,rajasthan
TOTAL,262619,142020149.829893,Others,1585679400000,1593282600000,2020,2,rajasthan
TOTAL,73247856,249006720239.33432,Peer-to-peer payments,1593541800000,1601231400000,2020,3,rajasthan
TOTAL,45149210,27714680562.343937,Merchant payments,1593541800000,1601231400000,2020,3,rajasthan
TOTAL,30148875,16650017440.553333,Recharge & bill payments,1593541800000,1601231400000,2020,3,rajasthan
TOTAL,146383,113675141.51464571,Financial Services,1593541800000,1601231400000,2020,3,rajasthan
TOTAL,396352,193212778.7117864,Others,1593541800000,1601231400000,2020,3,rajasthan
TOTAL,88730951,321280847680.95026,Peer-to-peer payments,1601490600000,1609093800000,2020,4,rajasthan
TOTAL,67367264,46142484518.08269,Merchant payments,1601490600000,1609093800000,2020,4,rajasthan
TOTAL,33455755,18123908525.97014,Recharge & bill payments,1601490600000,1609093800000,2020,4,rajasthan
TOTAL,169294,136058685.85299307,Financial Services,1601490600000,1609093800000,2020,4,rajasthan
TOTAL,560171,351480425.6482615,Others,1601490600000,1609093800000,2020,4,rajasthan
TOTAL,116733195,408190388154.2274,Peer-to-peer payments,1609439400000,1616869800000,2021,1,rajasthan
TOTAL,96394132,61936457709.223076,Merchant payments,1609439400000,1616869800000,2021,1,rajasthan
TOTAL,38919519,20855464604.344055,Recharge & bill payments,1609439400000,1616869800000,2021,1,rajasthan
TOTAL,192936,162581466.93308985,Financial Services,1609439400000,1616869800000,2021,1,rajasthan
TOTAL,491137,347689722.9177618,Others,1609439400000,1616869800000,2021,1,rajasthan
TOTAL,139277445,467784146764.7472,Peer-to-peer payments,1617215400000,1624818600000,2021,2,rajasthan
TOTAL,97860493,69922875807.46701,Merchant payments,1617215400000,1624818600000,2021,2,rajasthan
TOTAL,49501703,23387103755.819714,Recharge & bill payments,1617215400000,1624818600000,2021,2,rajasthan
TOTAL,216441,186606893.61035594,Financial Services,1617215400000,1624818600000,2021,2,rajasthan
TOTAL,620957,422031947.60023904,Others,1617215400000,1624818600000,2021,2,rajasthan
TOTAL,181742972,575912799217.8965,Peer-to-peer payments,1625077800000,1632767400000,2021,3,rajasthan
TOTAL,167819345,105548321875.05884,Merchant payments,1625077800000,1632767400000,2021,3,rajasthan
TOTAL,49709657,28335516739.41771,Recharge & bill payments,1625077800000,1632767400000,2021,3,rajasthan
TOTAL,197211,190362135.86135098,Financial Services,1625077800000,1632767400000,2021,3,rajasthan
TOTAL,815568,524328574.25040925,Others,1625077800000,1632767400000,2021,3,rajasthan
TOTAL,221774624,151967969235.0213,Merchant payments,1633026600000,1640629800000,2021,4,rajasthan
TOTAL,212937264,718215327365.9165,Peer-to-peer payments,1633026600000,1640629800000,2021,4,rajasthan
TOTAL,51610607,32831163302.92643,Recharge & bill payments,1633026600000,1640629800000,2021,4,rajasthan
TOTAL,265091,263180819.6932125,Financial Services,1633026600000,1640629800000,2021,4,rajasthan
TOTAL,1034011,656777820.7586894,Others,1633026600000,1640629800000,2021,4,rajasthan
TOTAL,26965,4823943.542263939,Recharge & bill payments,1514745000000,1522175400000,2018,1,sikkim
TOTAL,13559,56334584.632872,Peer-to-peer payments,1514745000000,1522175400000,2018,1,sikkim
TOTAL,1349,1677583.1440411464,Merchant payments,1514745000000,1522175400000,2018,1,sikkim
TOTAL,608,86906.81958101383,Financial Services,1514745000000,1522175400000,2018,1,sikkim
TOTAL,1597,1727920.8016103164,Others,1514745000000,1522175400000,2018,1,sikkim
TOTAL,45435,9465769.856051585,Recharge & bill payments,1522521000000,1530124200000,2018,2,sikkim
TOTAL,24237,127051984.3879841,Peer-to-peer payments,1522521000000,1530124200000,2018,2,sikkim
TOTAL,2556,4713227.148135973,Merchant payments,1522521000000,1530124200000,2018,2,sikkim
TOTAL,562,218130.12995975127,Financial Services,1522521000000,1530124200000,2018,2,sikkim
TOTAL,1788,2243974.0076642134,Others,1522521000000,1530124200000,2018,2,sikkim
TOTAL,58421,12221506.18938216,Recharge & bill payments,1530383400000,1538073000000,2018,3,sikkim
TOTAL,43195,215547415.4557628,Peer-to-peer payments,1530383400000,1538073000000,2018,3,sikkim
TOTAL,4521,5322296.747954514,Merchant payments,1530383400000,1538073000000,2018,3,sikkim
TOTAL,562,261766.8021705601,Financial Services,1530383400000,1538073000000,2018,3,sikkim
TOTAL,1801,1727241.758047811,Others,1530383400000,1538073000000,2018,3,sikkim
TOTAL,79232,16713780.628117373,Recharge & bill payments,1538332200000,1545935400000,2018,4,sikkim
TOTAL,65451,351253329.74205655,Peer-to-peer payments,1538332200000,1545935400000,2018,4,sikkim
TOTAL,7452,12637809.239460425,Merchant payments,1538332200000,1545935400000,2018,4,sikkim
TOTAL,717,596472.7145790398,Financial Services,1538332200000,1545935400000,2018,4,sikkim
TOTAL,1681,1939965.7540404093,Others,1538332200000,1545935400000,2018,4,sikkim
TOTAL,121984,422987999.89472675,Peer-to-peer payments,1546281000000,1553711400000,2019,1,sikkim
TOTAL,96878,20711589.874598008,Recharge & bill payments,1546281000000,1553711400000,2019,1,sikkim
TOTAL,18346,11837344.846847566,Merchant payments,1546281000000,1553711400000,2019,1,sikkim
TOTAL,1225,191594.23340424805,Financial Services,1546281000000,1553711400000,2019,1,sikkim
TOTAL,1854,2265105.53451732,Others,1546281000000,1553711400000,2019,1,sikkim
TOTAL,172125,674044301.8399961,Peer-to-peer payments,1554057000000,1561660200000,2019,2,sikkim
TOTAL,142582,32535297.489453897,Recharge & bill payments,1554057000000,1561660200000,2019,2,sikkim
TOTAL,66722,28248001.02647286,Merchant payments,1554057000000,1561660200000,2019,2,sikkim
TOTAL,2294,310197.54774877685,Financial Services,1554057000000,1561660200000,2019,2,sikkim
TOTAL,4521,3756445.53226958,Others,1554057000000,1561660200000,2019,2,sikkim
TOTAL,203052,794235862.6317357,Peer-to-peer payments,1561919400000,1569609000000,2019,3,sikkim
TOTAL,188753,52337322.5262961,Merchant payments,1561919400000,1569609000000,2019,3,sikkim
TOTAL,156125,33922224.892257094,Recharge & bill payments,1561919400000,1569609000000,2019,3,sikkim
TOTAL,288,548142.8999844441,Financial Services,1561919400000,1569609000000,2019,3,sikkim
TOTAL,4218,3672895.4901549704,Others,1561919400000,1569609000000,2019,3,sikkim
TOTAL,508471,1086457147.940953,Peer-to-peer payments,1569868200000,1577471400000,2019,4,sikkim
TOTAL,181287,42705664.08625737,Recharge & bill payments,1569868200000,1577471400000,2019,4,sikkim
TOTAL,73992,43954548.804204434,Merchant payments,1569868200000,1577471400000,2019,4,sikkim
TOTAL,373,494076.3450829056,Financial Services,1569868200000,1577471400000,2019,4,sikkim
TOTAL,2947,2898164.4797200123,Others,1569868200000,1577471400000,2019,4,sikkim
TOTAL,230413,954765350.1856782,Peer-to-peer payments,1577817000000,1585333800000,2020,1,sikkim
TOTAL,215586,53588505.838823974,Recharge & bill payments,1577817000000,1585333800000,2020,1,sikkim
TOTAL,79881,43201695.38937264,Merchant payments,1577817000000,1585333800000,2020,1,sikkim
TOTAL,345,175569.53933206247,Financial Services,1577817000000,1585333800000,2020,1,sikkim
TOTAL,1893,1745150.991195219,Others,1577817000000,1585333800000,2020,1,sikkim
TOTAL,297620,78397187.10935993,Recharge & bill payments,1585679400000,1593282600000,2020,2,sikkim
TOTAL,186495,939900165.9422412,Peer-to-peer payments,1585679400000,1593282600000,2020,2,sikkim
TOTAL,31442,34385184.65717751,Merchant payments,1585679400000,1593282600000,2020,2,sikkim
TOTAL,883,999656.0722047673,Financial Services,1585679400000,1593282600000,2020,2,sikkim
TOTAL,1291,936594.480283038,Others,1585679400000,1593282600000,2020,2,sikkim
TOTAL,298885,83894642.6709112,Recharge & bill payments,1593541800000,1601231400000,2020,3,sikkim
TOTAL,245087,1255521152.966514,Peer-to-peer payments,1593541800000,1601231400000,2020,3,sikkim
TOTAL,49299,58337178.67223759,Merchant payments,1593541800000,1601231400000,2020,3,sikkim
TOTAL,1252,1795366.733436462,Financial Services,1593541800000,1601231400000,2020,3,sikkim
TOTAL,1912,1378387.6172995246,Others,1593541800000,1601231400000,2020,3,sikkim
TOTAL,334069,1711730126.584541,Peer-to-peer payments,1601490600000,1609093800000,2020,4,sikkim
TOTAL,301382,90168624.05415541,Recharge & bill payments,1601490600000,1609093800000,2020,4,sikkim
TOTAL,95503,112478003.86391157,Merchant payments,1601490600000,1609093800000,2020,4,sikkim
TOTAL,1427,2361187.592392395,Financial Services,1601490600000,1609093800000,2020,4,sikkim
TOTAL,2654,2537863.027923054,Others,1601490600000,1609093800000,2020,4,sikkim
TOTAL,403703,1965492629.578867,Peer-to-peer payments,1609439400000,1616869800000,2021,1,sikkim
TOTAL,279679,93174110.112334,Recharge & bill payments,1609439400000,1616869800000,2021,1,sikkim
TOTAL,112925,154183320.1372872,Merchant payments,1609439400000,1616869800000,2021,1,sikkim
TOTAL,1844,3027799.2784099854,Financial Services,1609439400000,1616869800000,2021,1,sikkim
TOTAL,2038,1789867.7338266163,Others,1609439400000,1616869800000,2021,1,sikkim
TOTAL,473141,2125758496.616091,Peer-to-peer payments,1617215400000,1624818600000,2021,2,sikkim
TOTAL,345495,103846501.52404109,Recharge & bill payments,1617215400000,1624818600000,2021,2,sikkim
TOTAL,153671,190473176.21848944,Merchant payments,1617215400000,1624818600000,2021,2,sikkim
TOTAL,1865,2851874.287465013,Financial Services,1617215400000,1624818600000,2021,2,sikkim
TOTAL,2542,1969531.0292125773,Others,1617215400000,1624818600000,2021,2,sikkim
TOTAL,595826,2582075089.383399,Peer-to-peer payments,1625077800000,1632767400000,2021,3,sikkim
TOTAL,346173,111613776.75942023,Recharge & bill payments,1625077800000,1632767400000,2021,3,sikkim
TOTAL,213808,290732930.46291006,Merchant payments,1625077800000,1632767400000,2021,3,sikkim
TOTAL,1689,2624558.3857180667,Financial Services,1625077800000,1632767400000,2021,3,sikkim
TOTAL,3098,2290508.8169457563,Others,1625077800000,1632767400000,2021,3,sikkim
TOTAL,831597,3548508409.656125,Peer-to-peer payments,1633026600000,1640629800000,2021,4,sikkim
TOTAL,376078,136473754.40071422,Recharge & bill payments,1633026600000,1640629800000,2021,4,sikkim
TOTAL,369343,504586163.5569785,Merchant payments,1633026600000,1640629800000,2021,4,sikkim
TOTAL,2269,3162023.7210206646,Financial Services,1633026600000,1640629800000,2021,4,sikkim
TOTAL,5058,4052910.300969372,Others,1633026600000,1640629800000,2021,4,sikkim
TOTAL,3308548,646028338.3951533,Recharge & bill payments,1514745000000,1522175400000,2018,1,tamil-nadu
TOTAL,2670613,10031518934.085688,Peer-to-peer payments,1514745000000,1522175400000,2018,1,tamil-nadu
TOTAL,326510,272002057.1736871,Merchant payments,1514745000000,1522175400000,2018,1,tamil-nadu
TOTAL,115363,31876073.74792233,Financial Services,1514745000000,1522175400000,2018,1,tamil-nadu
TOTAL,305588,280132294.11422664,Others,1514745000000,1522175400000,2018,1,tamil-nadu
TOTAL,4464677,1189892955.8051775,Recharge & bill payments,1522521000000,1530124200000,2018,2,tamil-nadu
TOTAL,4433762,18067624388.09562,Peer-to-peer payments,1522521000000,1530124200000,2018,2,tamil-nadu
TOTAL,627918,517130320.4660308,Merchant payments,1522521000000,1530124200000,2018,2,tamil-nadu
TOTAL,167035,65402385.25640666,Financial Services,1522521000000,1530124200000,2018,2,tamil-nadu
TOTAL,298736,285794226.64323723,Others,1522521000000,1530124200000,2018,2,tamil-nadu
TOTAL,8810836,26792462660.044968,Peer-to-peer payments,1530383400000,1538073000000,2018,3,tamil-nadu
TOTAL,5148411,1521551955.205038,Recharge & bill payments,1530383400000,1538073000000,2018,3,tamil-nadu
TOTAL,1290978,733189649.5729834,Merchant payments,1530383400000,1538073000000,2018,3,tamil-nadu
TOTAL,191732,37049222.36590697,Financial Services,1530383400000,1538073000000,2018,3,tamil-nadu
TOTAL,332121,245838753.995272,Others,1530383400000,1538073000000,2018,3,tamil-nadu
TOTAL,11538547,39180083690.57276,Peer-to-peer payments,1538332200000,1545935400000,2018,4,tamil-nadu
TOTAL,7093764,2020329567.8245385,Recharge & bill payments,1538332200000,1545935400000,2018,4,tamil-nadu
TOTAL,3145621,1742903221.432857,Merchant payments,1538332200000,1545935400000,2018,4,tamil-nadu
TOTAL,228398,46571758.68242933,Financial Services,1538332200000,1545935400000,2018,4,tamil-nadu
TOTAL,451114,312185737.38152075,Others,1538332200000,1545935400000,2018,4,tamil-nadu
TOTAL,18645926,51296299081.44436,Peer-to-peer payments,1546281000000,1553711400000,2019,1,tamil-nadu
TOTAL,8863289,2695317014.8660007,Recharge & bill payments,1546281000000,1553711400000,2019,1,tamil-nadu
TOTAL,4195222,1924461188.9900146,Merchant payments,1546281000000,1553711400000,2019,1,tamil-nadu
TOTAL,193261,31217137.545322973,Financial Services,1546281000000,1553711400000,2019,1,tamil-nadu
TOTAL,377347,256742393.28426796,Others,1546281000000,1553711400000,2019,1,tamil-nadu
TOTAL,16952961,57924128549.06981,Peer-to-peer payments,1554057000000,1561660200000,2019,2,tamil-nadu
TOTAL,8414514,3280033639.8500404,Recharge & bill payments,1554057000000,1561660200000,2019,2,tamil-nadu
TOTAL,6296995,2690331792.5060787,Merchant payments,1554057000000,1561660200000,2019,2,tamil-nadu
TOTAL,70142,18334602.389631532,Financial Services,1554057000000,1561660200000,2019,2,tamil-nadu
TOTAL,437125,294847441.9421142,Others,1554057000000,1561660200000,2019,2,tamil-nadu
TOTAL,21277636,70615331408.53966,Peer-to-peer payments,1561919400000,1569609000000,2019,3,tamil-nadu
TOTAL,10344027,4079315732.661683,Merchant payments,1561919400000,1569609000000,2019,3,tamil-nadu
TOTAL,9246678,3964144354.4161515,Recharge & bill payments,1561919400000,1569609000000,2019,3,tamil-nadu
TOTAL,88261,27213741.831077334,Financial Services,1561919400000,1569609000000,2019,3,tamil-nadu
TOTAL,453581,273599406.1898495,Others,1561919400000,1569609000000,2019,3,tamil-nadu
TOTAL,28814008,91858026341.27563,Peer-to-peer payments,1569868200000,1577471400000,2019,4,tamil-nadu
TOTAL,16153034,6420193204.780616,Merchant payments,1569868200000,1577471400000,2019,4,tamil-nadu
TOTAL,11157765,4681454397.562926,Recharge & bill payments,1569868200000,1577471400000,2019,4,tamil-nadu
TOTAL,60624,24332240.65556671,Financial Services,1569868200000,1577471400000,2019,4,tamil-nadu
TOTAL,410980,206859328.2685905,Others,1569868200000,1577471400000,2019,4,tamil-nadu
TOTAL,30880360,101907683045.28436,Peer-to-peer payments,1577817000000,1585333800000,2020,1,tamil-nadu
TOTAL,21541556,8950736938.223478,Merchant payments,1577817000000,1585333800000,2020,1,tamil-nadu
TOTAL,14134259,5493239429.7322235,Recharge & bill payments,1577817000000,1585333800000,2020,1,tamil-nadu
TOTAL,61427,41422107.813630365,Financial Services,1577817000000,1585333800000,2020,1,tamil-nadu
TOTAL,335871,176604658.386683,Others,1577817000000,1585333800000,2020,1,tamil-nadu
TOTAL,21700844,82347647064.12332,Peer-to-peer payments,1585679400000,1593282600000,2020,2,tamil-nadu
TOTAL,18474731,6414781159.484189,Recharge & bill payments,1585679400000,1593282600000,2020,2,tamil-nadu
TOTAL,11477546,6909361871.628206,Merchant payments,1585679400000,1593282600000,2020,2,tamil-nadu
TOTAL,78584,89189349.84916353,Financial Services,1585679400000,1593282600000,2020,2,tamil-nadu
TOTAL,138405,65529451.74366937,Others,1585679400000,1593282600000,2020,2,tamil-nadu
TOTAL,31754077,123561080533.04672,Peer-to-peer payments,1593541800000,1601231400000,2020,3,tamil-nadu
TOTAL,20664887,12554589575.504852,Merchant payments,1593541800000,1601231400000,2020,3,tamil-nadu
TOTAL,17521756,7476952307.406668,Recharge & bill payments,1593541800000,1601231400000,2020,3,tamil-nadu
TOTAL,129671,158512062.54590106,Financial Services,1593541800000,1601231400000,2020,3,tamil-nadu
TOTAL,207434,90281020.15995154,Others,1593541800000,1601231400000,2020,3,tamil-nadu
TOTAL,47800741,172196381789.491,Peer-to-peer payments,1601490600000,1609093800000,2020,4,tamil-nadu
TOTAL,41297305,24417758781.65223,Merchant payments,1601490600000,1609093800000,2020,4,tamil-nadu
TOTAL,21563946,9462546013.163391,Recharge & bill payments,1601490600000,1609093800000,2020,4,tamil-nadu
TOTAL,153044,186775413.14290395,Financial Services,1601490600000,1609093800000,2020,4,tamil-nadu
TOTAL,364665,209735503.54521424,Others,1601490600000,1609093800000,2020,4,tamil-nadu
TOTAL,57446279,206405230307.9611,Peer-to-peer payments,1609439400000,1616869800000,2021,1,tamil-nadu
TOTAL,53811885,30722779534.582508,Merchant payments,1609439400000,1616869800000,2021,1,tamil-nadu
TOTAL,24826273,11115915388.739548,Recharge & bill payments,1609439400000,1616869800000,2021,1,tamil-nadu
TOTAL,170620,215319360.4840321,Financial Services,1609439400000,1616869800000,2021,1,tamil-nadu
TOTAL,301617,208899281.88347316,Others,1609439400000,1616869800000,2021,1,tamil-nadu
TOTAL,60812902,216379027686.30246,Peer-to-peer payments,1617215400000,1624818600000,2021,2,tamil-nadu
TOTAL,52048347,33504798112.88382,Merchant payments,1617215400000,1624818600000,2021,2,tamil-nadu
TOTAL,32753032,13155346942.255478,Recharge & bill payments,1617215400000,1624818600000,2021,2,tamil-nadu
TOTAL,192614,225113402.6634022,Financial Services,1617215400000,1624818600000,2021,2,tamil-nadu
TOTAL,351547,223054882.44675264,Others,1617215400000,1624818600000,2021,2,tamil-nadu
TOTAL,85074941,52932187058.575195,Merchant payments,1625077800000,1632767400000,2021,3,tamil-nadu
TOTAL,83833356,296121079294.8346,Peer-to-peer payments,1625077800000,1632767400000,2021,3,tamil-nadu
TOTAL,34751691,15613287081.611631,Recharge & bill payments,1625077800000,1632767400000,2021,3,tamil-nadu
TOTAL,182097,246146707.2790811,Financial Services,1625077800000,1632767400000,2021,3,tamil-nadu
TOTAL,515319,294622911.6328684,Others,1625077800000,1632767400000,2021,3,tamil-nadu
TOTAL,117578360,70539086832.13815,Merchant payments,1633026600000,1640629800000,2021,4,tamil-nadu
TOTAL,104493071,353529424598.23047,Peer-to-peer payments,1633026600000,1640629800000,2021,4,tamil-nadu
TOTAL,36163870,18979178477.53405,Recharge & bill payments,1633026600000,1640629800000,2021,4,tamil-nadu
TOTAL,228761,275850497.094934,Financial Services,1633026600000,1640629800000,2021,4,tamil-nadu
TOTAL,691914,400412189.80491126,Others,1633026600000,1640629800000,2021,4,tamil-nadu
TOTAL,4209319,831912767.5937189,Recharge & bill payments,1514745000000,1522175400000,2018,1,telangana
TOTAL,3307245,11748268950.760422,Peer-to-peer payments,1514745000000,1522175400000,2018,1,telangana
TOTAL,351474,282899066.6137372,Merchant payments,1514745000000,1522175400000,2018,1,telangana
TOTAL,262876,57011875.36233704,Financial Services,1514745000000,1522175400000,2018,1,telangana
TOTAL,391852,388111458.2121352,Others,1514745000000,1522175400000,2018,1,telangana
TOTAL,4784079,20748520742.57553,Peer-to-peer payments,1522521000000,1530124200000,2018,2,telangana
TOTAL,4686542,1274130053.834579,Recharge & bill payments,1522521000000,1530124200000,2018,2,telangana
TOTAL,701082,551696487.3185428,Merchant payments,1522521000000,1530124200000,2018,2,telangana
TOTAL,277805,85498213.25384143,Financial Services,1522521000000,1530124200000,2018,2,telangana
TOTAL,315162,357356020.669816,Others,1522521000000,1530124200000,2018,2,telangana
TOTAL,11560952,29253505738.828743,Peer-to-peer payments,1530383400000,1538073000000,2018,3,telangana
TOTAL,5328881,1568136060.627837,Recharge & bill payments,1530383400000,1538073000000,2018,3,telangana
TOTAL,1770075,855534175.4794186,Merchant payments,1530383400000,1538073000000,2018,3,telangana
TOTAL,307312,52554123.97376218,Financial Services,1530383400000,1538073000000,2018,3,telangana
TOTAL,365483,300363110.81379545,Others,1530383400000,1538073000000,2018,3,telangana
TOTAL,15571288,44541667501.74112,Peer-to-peer payments,1538332200000,1545935400000,2018,4,telangana
TOTAL,7121135,2165870863.16865,Recharge & bill payments,1538332200000,1545935400000,2018,4,telangana
TOTAL,5315161,2356841304.9649296,Merchant payments,1538332200000,1545935400000,2018,4,telangana
TOTAL,392423,64569231.23559249,Financial Services,1538332200000,1545935400000,2018,4,telangana
TOTAL,521147,380139546.93821603,Others,1538332200000,1545935400000,2018,4,telangana
TOTAL,40488967,87361237975.49301,Peer-to-peer payments,1546281000000,1553711400000,2019,1,telangana
TOTAL,12341901,4144368545.535969,Merchant payments,1546281000000,1553711400000,2019,1,telangana
TOTAL,11525394,3619117615.485172,Recharge & bill payments,1546281000000,1553711400000,2019,1,telangana
TOTAL,463688,54547989.275453925,Financial Services,1546281000000,1553711400000,2019,1,telangana
TOTAL,470752,343989909.8750894,Others,1546281000000,1553711400000,2019,1,telangana
TOTAL,46741594,141095702899.16147,Peer-to-peer payments,1554057000000,1561660200000,2019,2,telangana
TOTAL,25682382,8442740781.469844,Merchant payments,1554057000000,1561660200000,2019,2,telangana
TOTAL,16225017,5603477828.5489645,Recharge & bill payments,1554057000000,1561660200000,2019,2,telangana
TOTAL,252173,43627344.86329399,Financial Services,1554057000000,1561660200000,2019,2,telangana
TOTAL,709213,490894328.3915366,Others,1554057000000,1561660200000,2019,2,telangana
TOTAL,59981113,180342868388.36203,Peer-to-peer payments,1561919400000,1569609000000,2019,3,telangana
TOTAL,44035953,14308557740.55424,Merchant payments,1561919400000,1569609000000,2019,3,telangana
TOTAL,16437222,6793699069.387364,Recharge & bill payments,1561919400000,1569609000000,2019,3,telangana
TOTAL,183163,39617186.74048498,Financial Services,1561919400000,1569609000000,2019,3,telangana
TOTAL,857925,445278745.3818412,Others,1561919400000,1569609000000,2019,3,telangana
TOTAL,82587060,249346680995.99316,Peer-to-peer payments,1569868200000,1577471400000,2019,4,telangana
TOTAL,59347809,21510626607.08445,Merchant payments,1569868200000,1577471400000,2019,4,telangana
TOTAL,20797056,9561315124.602655,Recharge & bill payments,1569868200000,1577471400000,2019,4,telangana
TOTAL,137291,33453857.404595934,Financial Services,1569868200000,1577471400000,2019,4,telangana
TOTAL,703042,294688962.659046,Others,1569868200000,1577471400000,2019,4,telangana
TOTAL,95668911,327641798044.80554,Peer-to-peer payments,1577817000000,1585333800000,2020,1,telangana
TOTAL,76818285,31076431477.91269,Merchant payments,1577817000000,1585333800000,2020,1,telangana
TOTAL,26324268,12324266104.564993,Recharge & bill payments,1577817000000,1585333800000,2020,1,telangana
TOTAL,88184,59500639.38684589,Financial Services,1577817000000,1585333800000,2020,1,telangana
TOTAL,509877,241784101.54604858,Others,1577817000000,1585333800000,2020,1,telangana
TOTAL,76683293,279478553909.7438,Peer-to-peer payments,1585679400000,1593282600000,2020,2,telangana
TOTAL,44181999,26712043204.891262,Merchant payments,1585679400000,1593282600000,2020,2,telangana
TOTAL,30885875,15106945863.857046,Recharge & bill payments,1585679400000,1593282600000,2020,2,telangana
TOTAL,116776,134169906.74750492,Financial Services,1585679400000,1593282600000,2020,2,telangana
TOTAL,187200,100126467.191328,Others,1585679400000,1593282600000,2020,2,telangana
TOTAL,116668399,437459188905.0534,Peer-to-peer payments,1593541800000,1601231400000,2020,3,telangana
TOTAL,86836471,49743225885.179474,Merchant payments,1593541800000,1601231400000,2020,3,telangana
TOTAL,32352860,18378477087.576897,Recharge & bill payments,1593541800000,1601231400000,2020,3,telangana
TOTAL,195857,223377023.50525153,Financial Services,1593541800000,1601231400000,2020,3,telangana
